ville,prix_appartement,min_appartement,max_appartement,prix_maison,min_maison,max_maison,loyer_appartement,loyer_min_appartement,loyer_max_appartement,loyer_maison,loyer_min_maison,loyer_max_maison,Taux_Global_TFB,Code_insee,Code_postal,Departement,geo
Montigné-le-Brillant,2655,1852,4562,1897,777,3034,11.4,8.9,16.9,10,7.6,12.5,0.4232,53157,53970,Mayenne,"Montigné-le-Brillant, Mayenne, France"
Montjean,2045,1339,3613,1427,571,2120,10.8,8.9,17.7,10,7.9,13.1,0.4661,53158,53320,Mayenne,"Montjean, Mayenne, France"
Montreuil-Poulay,1847,1407,3105,952,400,1905,9.6,6.1,14.6,8.2,6,11.9,0.3981,53160,53640,Mayenne,"Montreuil-Poulay, Mayenne, France"
Montsûrs,1574,905,2638,1285,514,2376,9.2,6.3,15.8,8.6,6.4,11.6,0.5079,53161,53150,Mayenne,"Montsûrs, Mayenne, France"
Moulay,1743,1256,2472,1635,654,2350,9.6,6,14.2,9,6.6,12.8,0.4437,53162,53100,Mayenne,"Moulay, Mayenne, France"
Neau,2076,1613,3332,1205,482,2410,10,6.6,16.7,8.7,6.6,11.4,0.4851,53163,53150,Mayenne,"Neau, Mayenne, France"
Neuilly-le-Vendin,1846,941,2821,934,374,1602,9.6,5.7,16.9,7.9,6.8,12.4,0.4464,53164,53250,Mayenne,"Neuilly-le-Vendin, Mayenne, France"
Niafles,1837,909,3366,1280,512,2560,9.9,6.5,15,8.5,6.6,11.4,0.631,53165,53400,Mayenne,"Niafles, Mayenne, France"
Nuillé-sur-Vicoin,1940,1163,3555,1534,614,2492,10.9,8.5,15.8,10.6,8.2,13.2,0.428,53168,53970,Mayenne,"Nuillé-sur-Vicoin, Mayenne, France"
Olivet,2014,1305,3526,1402,561,2803,10.2,6.8,16.3,9.1,7.1,11.6,0.6025,53169,53410,Mayenne,"Olivet, Mayenne, France"
Oisseau,1958,1530,3191,1141,457,2283,9.3,6,14.2,8.3,6,11.8,0.5314,53170,53300,Mayenne,"Oisseau, Mayenne, France"
Origné,2617,1857,3653,1802,839,3064,10.7,8.7,16.9,9.8,7.4,12.2,0.4626,53172,53360,Mayenne,"Origné, Mayenne, France"
La Pallu,1389,898,2428,1047,419,1906,11,7.4,17.8,8.7,5.7,12.7,0.3928,53173,53140,Mayenne,"La Pallu, Mayenne, France"
Parigné-sur-Braye,1975,1509,3336,1738,695,3055,10.9,7.3,17,9.6,7.8,13.1,0.4386,53174,53100,Mayenne,"Parigné-sur-Braye, Mayenne, France"
Parné-sur-Roc,1907,1151,3512,1853,741,3397,10.8,8.9,17.2,9.9,7.2,11.9,0.4208,53175,53260,Mayenne,"Parné-sur-Roc, Mayenne, France"
Le Pas,1895,1463,3122,1045,418,2089,9.7,5.3,14.9,7.5,5.5,10.8,0.4233,53176,53300,Mayenne,"Le Pas, Mayenne, France"
La Pellerine,1922,1051,2727,1224,490,2188,10.2,6.4,16.2,9.4,7.5,12.6,0.4949,53177,53220,Mayenne,"La Pellerine, Mayenne, France"
Peuton,2613,1858,3642,1493,597,2987,10.7,8.8,17,10.3,7.9,13,0.4639,53178,53360,Mayenne,"Peuton, Mayenne, France"
Placé,2105,1610,3470,1205,531,2409,10.4,7,16.2,9.6,7.2,12.8,0.4508,53179,53240,Mayenne,"Placé, Mayenne, France"
Pommerieux,1840,882,3420,1226,491,2013,10.2,6.8,15.9,10,7.3,14.1,0.6622,53180,53400,Mayenne,"Pommerieux, Mayenne, France"
Pontmain,1648,970,2525,1207,483,1722,9.9,5.9,17.5,9.4,6.2,11.4,0.4275,53181,53220,Mayenne,"Pontmain, Mayenne, France"
Port-Brillet,1999,1325,3468,1435,574,2338,9.3,6.6,15.9,9.3,6.6,12.1,0.4637,53182,53410,Mayenne,"Port-Brillet, Mayenne, France"
Préaux,1810,1046,2226,1347,539,2357,10.4,6.8,16.8,8.9,6.9,13.4,0.4575,53184,53340,Mayenne,"Préaux, Mayenne, France"
Pré-en-Pail-Saint-Samson,1426,970,2369,1094,438,2110,9.5,6.6,13.6,8.8,6.6,14.1,0.4529,53185,53140,Mayenne,"Pré-en-Pail-Saint-Samson, Mayenne, France"
Saint Gault,1921,1160,3533,1500,600,2505,10.1,6.7,13.3,9.1,7.4,14,0.4981,53186,53360,Mayenne,"Saint Gault, Mayenne, France"
Renazé,1591,820,2326,1049,420,2099,9.6,6.7,15.4,8.5,6.3,10.8,0.5061,53188,53800,Mayenne,"Renazé, Mayenne, France"
Rennes-en-Grenouilles,1850,944,2836,1220,488,2440,,,,8.4,6.1,10.7,0.4451,53189,53110,Mayenne,"Rennes-en-Grenouilles, Mayenne, France"
Le Ribay,1804,1361,2976,1103,441,2060,10.3,7.4,14.4,8.1,6.5,11.6,0.4718,53190,53640,Mayenne,"Le Ribay, Mayenne, France"
La Roë,1970,1187,2786,1226,490,2375,10.5,7.3,15.4,8.4,6.8,12.1,0.6089,53191,53350,Mayenne,"La Roë, Mayenne, France"
La Rouaudière,1861,1066,2631,1351,540,2702,10.8,6.8,17,9.3,6.4,12.9,0.5318,53192,53390,Mayenne,"La Rouaudière, Mayenne, France"
Ruillé-Froid-Fonds,1824,1194,3138,1397,559,2793,10.4,6.8,16.7,8.8,7,13.9,0.4819,53193,53170,Mayenne,"Ruillé-Froid-Fonds, Mayenne, France"
Sacé,2153,1479,3505,1670,668,2884,10.7,8.8,17,9.8,8,13.2,0.515,53195,53470,Mayenne,"Sacé, Mayenne, France"
Saint-Aignan-de-Couptrain,1426,952,2454,1002,401,2003,10.9,8.1,17.8,8.2,6.5,11.6,0.4499,53196,53250,Mayenne,"Saint-Aignan-de-Couptrain, Mayenne, France"
Saint-Aignan-sur-Roë,1940,1071,2754,1181,473,2054,10.4,7.5,12.4,8.6,6.9,12.7,0.5378,53197,53390,Mayenne,"Saint-Aignan-sur-Roë, Mayenne, France"
Saint-Aubin-du-Désert,1297,754,2432,1200,480,2400,9.2,6.6,14.3,8.4,6.9,12.3,0.4394,53198,53700,Mayenne,"Saint-Aubin-du-Désert, Mayenne, France"
Saint-Aubin-Fosse-Louvain,1483,770,2765,1126,551,2253,10.4,5.9,16.2,8.3,5.9,10.3,0.4108,53199,53120,Mayenne,"Saint-Aubin-Fosse-Louvain, Mayenne, France"
Saint-Baudelle,3140,2043,4231,1776,710,2923,11.3,8.8,16.7,10.3,8,12.9,0.4346,53200,53100,Mayenne,"Saint-Baudelle, Mayenne, France"
Saint-Berthevin,2411,1641,4194,2058,1144,3069,10.6,6.9,16.2,11.2,8.1,15.4,0.432,53201,53940,Mayenne,"Saint-Berthevin, Mayenne, France"
Saint-Berthevin-la-Tannière,1623,966,2486,1037,415,2074,9.9,5.8,15.6,8.8,6.2,12.6,0.4283,53202,53220,Mayenne,"Saint-Berthevin-la-Tannière, Mayenne, France"
Saint-Brice,1840,1031,2257,1244,498,2087,10.2,7,18,9.4,7,12.9,0.4363,53203,53290,Mayenne,"Saint-Brice, Mayenne, France"
Saint-Calais-du-Désert,1420,952,2393,923,388,1618,9.6,6.3,14.3,9.1,6.6,14.1,0.4428,53204,53140,Mayenne,"Saint-Calais-du-Désert, Mayenne, France"
Saint-Charles-la-Forêt,1816,1200,3100,1427,571,2710,10.6,8.7,16.8,9.8,7.3,12.1,0.4657,53206,53170,Mayenne,"Saint-Charles-la-Forêt, Mayenne, France"
Saint-Cyr-en-Pail,1431,966,2432,1020,408,2040,10.6,7.3,17,8.2,6,11.1,0.404,53208,53140,Mayenne,"Saint-Cyr-en-Pail, Mayenne, France"
Saint-Cyr-le-Gravelais,2188,1455,3394,1499,600,2551,10,6.9,13.6,9.1,6.9,12.4,0.3682,53209,53320,Mayenne,"Saint-Cyr-le-Gravelais, Mayenne, France"
Saint-Denis-d'Anjou,1826,995,2217,1441,576,2624,9.3,6.5,10.9,9.3,6.9,12,0.5266,53210,53290,Mayenne,"Saint-Denis-d'Anjou, Mayenne, France"
Saint-Denis-de-Gastines,1606,854,3013,1193,477,2385,10.5,5.8,15.9,7.8,5.7,10.9,0.5179,53211,53500,Mayenne,"Saint-Denis-de-Gastines, Mayenne, France"
Saint-Denis-du-Maine,2014,1409,3207,1529,612,3058,10.7,8.7,16.9,9.9,7.3,11.7,0.4619,53212,53170,Mayenne,"Saint-Denis-du-Maine, Mayenne, France"
Saint-Ellier-du-Maine,1901,1087,2675,1289,516,2579,10.1,6,16,8.8,6.2,12.6,0.4099,53213,53220,Mayenne,"Saint-Ellier-du-Maine, Mayenne, France"
Saint-Erblon,1867,919,3167,1210,506,2421,11,6.1,19.2,9,6,11.5,0.484,53214,53390,Mayenne,"Saint-Erblon, Mayenne, France"
Saint-Fraimbault-de-Prières,1907,1474,3180,1359,543,2328,9.3,6.4,15.1,8.4,6.5,12.2,0.4607,53216,53300,Mayenne,"Saint-Fraimbault-de-Prières, Mayenne, France"
Sainte-Gemmes-le-Robert,1976,1397,3393,1676,671,3353,9.3,5.5,16.3,7.2,5.5,10.5,0.4913,53218,53600,Mayenne,"Sainte-Gemmes-le-Robert, Mayenne, France"
Saint-Georges-Buttavent,1921,1438,3206,1333,533,2667,9.1,6.2,14.8,7.8,5.7,10.8,0.4472,53219,53100,Mayenne,"Saint-Georges-Buttavent, Mayenne, France"
Saint-Georges-le-Fléchard,2125,1450,3459,1361,544,2455,10.4,6.8,16.7,8.2,6.8,11.5,0.5606,53220,53480,Mayenne,"Saint-Georges-le-Fléchard, Mayenne, France"
Saint-Georges-sur-Erve,1928,1484,2998,1150,460,2299,9.3,5.8,16.7,8,6,10.7,0.4595,53221,53600,Mayenne,"Saint-Georges-sur-Erve, Mayenne, France"
Saint-Germain-d'Anxure,2155,1619,3553,1348,539,2696,10.3,7.2,16.8,9,6.8,12,0.434,53222,53240,Mayenne,"Saint-Germain-d'Anxure, Mayenne, France"
Saint-Germain-de-Coulamer,1285,729,2436,944,378,1747,9.1,6.6,14.5,8.4,6.8,12.2,0.4549,53223,53700,Mayenne,"Saint-Germain-de-Coulamer, Mayenne, France"
Saint-Germain-le-Fouilloux,3144,2056,4222,1845,738,3071,11.8,9.4,17.3,11.3,8.7,14.3,0.445,53224,53240,Mayenne,"Saint-Germain-le-Fouilloux, Mayenne, France"
Saint-Germain-le-Guillaume,2154,1626,2964,1412,669,2824,9.5,5.6,14.9,7.7,5.6,11.9,0.5735,53225,53240,Mayenne,"Saint-Germain-le-Guillaume, Mayenne, France"
Saint-Hilaire-du-Maine,1949,1265,3380,1358,543,2609,10.2,6.8,15.9,9.3,7.2,13.7,0.5167,53226,53380,Mayenne,"Saint-Hilaire-du-Maine, Mayenne, France"
Blandouet,1995,1341,2535,1095,438,2191,10.3,6.1,18.4,8.4,6,12.4,0.5099,53032,53270,Mayenne,"Blandouet, Mayenne, France"
Saint-Jean-sur-Mayenne,3059,1998,4114,1894,757,2710,10.8,8.9,17.2,9.6,7.8,12.8,0.494,53229,53240,Mayenne,"Saint-Jean-sur-Mayenne, Mayenne, France"
Saint-Julien-du-Terroux,1414,916,2606,1170,468,2341,9.6,5.7,16.8,8.4,6.3,12.4,0.3703,53230,53110,Mayenne,"Saint-Julien-du-Terroux, Mayenne, France"
Saint-Léger,2114,1482,3376,1478,591,2956,10.1,6.9,16.3,8.7,6.7,13.8,0.5374,53232,53480,Mayenne,"Saint-Léger, Mayenne, France"
Saint-Loup-du-Dorat,1824,1035,2240,1229,492,2235,10.6,6.8,17.9,9,6.4,12.8,0.5153,53233,53290,Mayenne,"Saint-Loup-du-Dorat, Mayenne, France"
Saint-Loup-du-Gast,1843,1412,3083,1356,542,2711,10.9,7.4,17.3,8.4,6.8,11.4,0.476,53234,53300,Mayenne,"Saint-Loup-du-Gast, Mayenne, France"
Sainte-Marie-du-Bois,1424,935,2625,1204,485,2408,9.8,6.2,15,8.4,6.1,12.3,0.4205,53235,53110,Mayenne,"Sainte-Marie-du-Bois, Mayenne, France"
Saint-Mars-du-Désert,1281,731,2423,932,373,1848,9.2,6.7,14.6,8.4,6.8,12.5,0.4465,53236,53700,Mayenne,"Saint-Mars-du-Désert, Mayenne, France"
Saint-Mars-sur-Colmont,1926,1486,3175,1247,499,2495,9.6,6.1,14.7,7.5,5.4,10.8,0.4845,53237,53300,Mayenne,"Saint-Mars-sur-Colmont, Mayenne, France"
Saint-Mars-sur-la-Futaie,1841,1129,2867,1240,496,2480,9.9,5.8,16.3,9.5,6.3,11.5,0.4471,53238,53220,Mayenne,"Saint-Mars-sur-la-Futaie, Mayenne, France"
Saint-Martin-du-Limet,1837,905,3371,1343,537,2686,10.5,7.3,15.4,8.5,6.8,12.8,0.5039,53240,53800,Mayenne,"Saint-Martin-du-Limet, Mayenne, France"
Saint-Michel-de-la-Roë,2664,1701,3687,1286,544,2573,10.6,7,13.8,8,6.3,11.8,0.4484,53242,53350,Mayenne,"Saint-Michel-de-la-Roë, Mayenne, France"
Saint-Ouën-des-Toits,1996,1300,3469,1677,671,2796,10.9,8.9,17.2,9.6,7.1,12,0.5176,53243,53410,Mayenne,"Saint-Ouën-des-Toits, Mayenne, France"
Saint-Pierre-des-Landes,1974,1093,2716,1226,490,2451,10,5.9,15.9,8.2,5.9,11.4,0.474,53245,53500,Mayenne,"Saint-Pierre-des-Landes, Mayenne, France"
Saint-Pierre-des-Nids,1514,999,2424,1327,531,2328,9.4,6.8,13.9,9,7.7,15.4,0.474,53246,53370,Mayenne,"Saint-Pierre-des-Nids, Mayenne, France"
Saint-Pierre-la-Cour,2013,1269,2878,1784,726,2826,10.1,7,15.5,8.3,6.3,10.4,0.3638,53247,53410,Mayenne,"Saint-Pierre-la-Cour, Mayenne, France"
Saint-Pierre-sur-Erve,2956,1908,4152,1334,534,2669,10.6,8.7,14.4,9.6,6.4,13.9,0.5776,53248,53270,Mayenne,"Saint-Pierre-sur-Erve, Mayenne, France"
Saint-Martin-de-Connée,1986,1464,3037,1130,452,2260,9.9,6.2,14.6,8.2,6.5,11.5,0.4507,53239,53160,Mayenne,"Saint-Martin-de-Connée, Mayenne, France"
Saint-Poix,2182,1439,3368,1315,526,2314,10.2,6.7,15.5,9.1,7.1,12.1,0.5162,53250,53540,Mayenne,"Saint-Poix, Mayenne, France"
Saint-Quentin-les-Anges,1849,878,3450,1216,486,1972,10.2,6.6,16.3,9,7.3,13.9,0.6259,53251,53400,Mayenne,"Saint-Quentin-les-Anges, Mayenne, France"
Saint-Saturnin-du-Limet,1849,933,3275,1154,462,2268,9.7,6.3,16.5,8.5,6.3,10.2,0.4965,53253,53800,Mayenne,"Saint-Saturnin-du-Limet, Mayenne, France"
Sainte-Suzanne-et-Chammes,1993,1411,3364,1348,539,2696,9.5,6.1,12.4,8.6,6.5,12.4,0.5819,53255,53270,Mayenne,"Sainte-Suzanne-et-Chammes, Mayenne, France"
Saint-Thomas-de-Courceriers,1523,742,2698,1115,446,2229,9.3,6.4,16,8.8,6.4,12.4,0.4664,53256,53160,Mayenne,"Saint-Thomas-de-Courceriers, Mayenne, France"
Saulges,1835,998,3651,1265,506,2531,,,,9.3,7.1,12.8,0.5581,53257,53340,Mayenne,"Saulges, Mayenne, France"
La Selle-Craonnaise,1843,938,3252,1197,479,2394,10.2,6.8,15.9,8.8,7,12.1,0.5898,53258,53800,Mayenne,"La Selle-Craonnaise, Mayenne, France"
Senonnes,1867,1058,2639,1246,499,2271,10.5,7.3,17.2,9.5,6.8,12.5,0.4322,53259,53390,Mayenne,"Senonnes, Mayenne, France"
Simplé,1954,1063,3508,1567,627,2661,10.2,6.8,16.4,9.9,6.9,13.2,0.5319,53260,53360,Mayenne,"Simplé, Mayenne, France"
Soucé,1538,805,2905,1036,520,2072,9.4,6.2,14.4,8.3,6.3,11.2,0.3211,53261,53300,Mayenne,"Soucé, Mayenne, France"
Soulgé-sur-Ouette,2117,1449,3451,1417,567,2281,11,7.8,15.1,10.4,8.2,12.9,0.4509,53262,53210,Mayenne,"Soulgé-sur-Ouette, Mayenne, France"
Thubœuf,1415,915,2603,1186,475,2107,10.2,6.6,17.2,8.7,6.7,11.3,0.4174,53263,53110,Mayenne,"Thubœuf, Mayenne, France"
Thorigné-en-Charnie,1818,991,3613,1343,537,2687,8.9,6.3,14.8,8.9,6.1,12.4,0.4766,53264,53270,Mayenne,"Thorigné-en-Charnie, Mayenne, France"
Torcé-Viviers-en-Charnie,1989,1482,2984,1118,447,2236,9.5,6.5,11,8.8,7.3,12.4,0.5472,53265,53270,Mayenne,"Torcé-Viviers-en-Charnie, Mayenne, France"
Trans,1850,1402,2962,1225,490,2450,9.6,6.1,14.7,7.9,6.2,11.5,0.4368,53266,53160,Mayenne,"Trans, Mayenne, France"
Vaiges,2043,1431,3249,1442,577,2884,9.5,6.1,12.3,8.6,6.4,12,0.5505,53267,53480,Mayenne,"Vaiges, Mayenne, France"
Vautorte,1982,1500,3151,1233,493,2467,9.9,6.6,17.3,8.8,6.1,11.8,0.4987,53269,53500,Mayenne,"Vautorte, Mayenne, France"
Vieuvy,1275,761,2328,1174,470,2348,9.5,6.3,14.6,8.3,6.6,12,0.397,53270,53120,Mayenne,"Vieuvy, Mayenne, France"
Villaines-la-Juhel,1500,720,2611,1073,429,1980,9.6,6.6,17.4,10,7.3,13.6,0.5159,53271,53700,Mayenne,"Villaines-la-Juhel, Mayenne, France"
Villepail,1451,987,2484,1009,404,2018,,,,8.2,6.2,11.4,0.3954,53272,53250,Mayenne,"Villepail, Mayenne, France"
Villiers-Charlemagne,1902,1154,3482,1508,603,2578,10.7,8.7,14.5,9.9,7.4,11.8,0.4671,53273,53170,Mayenne,"Villiers-Charlemagne, Mayenne, France"
Voutré,1925,1484,2964,1118,447,2236,10.5,6.7,17.8,8.3,6.8,12.3,0.4795,53276,53600,Mayenne,"Voutré, Mayenne, France"
Aigné,2508,1440,3461,1815,787,2818,12.1,9.2,15.6,11.8,8.8,13.6,0.4472,72001,72650,Sarthe,"Aigné, Sarthe, France"
Aillières-Beauvoir,1542,1008,2142,1412,565,2473,10.1,8.6,11.6,9,6.3,10.7,0.3809,72002,72600,Sarthe,"Aillières-Beauvoir, Sarthe, France"
Allonnes,1539,927,2074,1728,1057,2646,11.9,8.1,19.3,10.9,7.2,14.7,0.4956,72003,72700,Sarthe,"Allonnes, Sarthe, France"
Amné,2407,1367,3316,1567,627,2661,10.6,8.6,14,10,7.3,12.2,0.3815,72004,72540,Sarthe,"Amné, Sarthe, France"
Ancinnes,1593,1053,2201,1424,569,2781,10.1,6.9,16.2,9,7,13.7,0.4919,72005,72610,Sarthe,"Ancinnes, Sarthe, France"
Arçonnay,1268,624,2175,1598,652,2546,11.1,7.8,18.2,10.2,8,12.6,0.4653,72006,72610,Sarthe,"Arçonnay, Sarthe, France"
Ardenay-sur-Mérize,1576,1053,2288,1634,654,2697,10.6,7.8,17.9,9,6.7,11.4,0.3498,72007,72370,Sarthe,"Ardenay-sur-Mérize, Sarthe, France"
Arnage,1637,1049,2465,1845,962,2950,11.3,8,17.2,11.3,8.8,14.6,0.4965,72008,72230,Sarthe,"Arnage, Sarthe, France"
Arthezé,1893,1022,2237,1397,559,2177,10.2,7.3,15.8,9.4,6,13,0.4527,72009,72270,Sarthe,"Arthezé, Sarthe, France"
Asnières-sur-Vègre,1855,1052,2260,1276,510,2552,10.2,7,16.3,9.4,7.3,11.6,0.4462,72010,72430,Sarthe,"Asnières-sur-Vègre, Sarthe, France"
Assé-le-Boisne,1582,1018,2225,1147,459,2219,10.4,7.1,16.6,8.2,6.8,12,0.3926,72011,72130,Sarthe,"Assé-le-Boisne, Sarthe, France"
Assé-le-Riboul,1661,1032,2411,1072,429,2039,,,,9.3,7.9,13.2,0.3749,72012,72170,Sarthe,"Assé-le-Riboul, Sarthe, France"
Aubigné-Racan,1558,1178,2051,1177,476,2336,9.2,5.7,16.7,9.7,7.4,12.3,0.4044,72013,72800,Sarthe,"Aubigné-Racan, Sarthe, France"
Les Aulneaux,1517,999,2085,1415,566,2582,,,,8.4,6.9,11.4,0.3859,72015,72600,Sarthe,"Les Aulneaux, Sarthe, France"
Auvers-le-Hamon,1835,1048,2254,1371,549,2743,9.7,6.6,17.2,8.6,6.3,11.8,0.4233,72016,72300,Sarthe,"Auvers-le-Hamon, Sarthe, France"
Auvers-sous-Montfaucon,1599,1220,2058,1668,915,3011,9.8,6.7,15.5,9.2,7.7,11.4,0.3492,72017,72540,Sarthe,"Auvers-sous-Montfaucon, Sarthe, France"
Avesnes-en-Saosnois,1608,1022,2276,1203,481,2405,11.7,7.9,19.2,10.1,7.4,13.4,0.3619,72018,72260,Sarthe,"Avesnes-en-Saosnois, Sarthe, France"
Avessé,1831,1060,2237,1332,533,2508,10.4,7.2,16.8,8.8,6.9,11.1,0.4092,72019,72350,Sarthe,"Avessé, Sarthe, France"
Avezé,1551,983,2197,1463,585,2812,13.4,9.6,20.2,10.9,8.7,16.7,0.3698,72020,72400,Sarthe,"Avezé, Sarthe, France"
Avoise,1861,1045,2257,1426,570,2711,9.8,6.7,17.2,7.7,5.4,10.3,0.4233,72021,72430,Sarthe,"Avoise, Sarthe, France"
Le Bailleul,1880,1015,2265,1461,584,2691,9.7,6.6,17.2,9.8,7.3,14,0.4545,72022,72200,Sarthe,"Le Bailleul, Sarthe, France"
Ballon-Saint Mars,1674,1063,2418,1290,516,2376,9.4,6.4,13.7,9.1,7.7,12.6,0.4442,72023,72290,Sarthe,"Ballon-Saint Mars, Sarthe, France"
La Bazoge,2242,1297,3115,1911,764,2931,11.2,8.3,14.5,10.2,8.7,13.1,0.4279,72024,72650,Sarthe,"La Bazoge, Sarthe, France"
Bazouges-sur-le-Loir,2345,1605,3143,1600,640,3018,11.2,8,15.3,12.1,8.9,16.1,0.4623,72025,72200,Sarthe,"Bazouges-sur-le-Loir, Sarthe, France"
Beaufay,1490,949,2151,1613,660,2793,9.8,7.2,16.5,9.4,7,11.6,0.4965,72026,72110,Sarthe,"Beaufay, Sarthe, France"
Beaumont-sur-Dême,2374,1818,2942,1273,593,2546,11.2,8.6,15.1,10,7,12.8,0.396,72027,72340,Sarthe,"Beaumont-sur-Dême, Sarthe, France"
Beaumont-Pied-de-Bœuf,1554,1137,2072,1244,498,2317,10.5,7.8,18.8,9.2,6.6,11.6,0.4086,72028,72500,Sarthe,"Beaumont-Pied-de-Bœuf, Sarthe, France"
Beaumont-sur-Sarthe,1400,861,2362,1270,508,2540,9.1,5.7,14.7,9,6.3,11.9,0.4085,72029,72170,Sarthe,"Beaumont-sur-Sarthe, Sarthe, France"
Beillé,1630,1032,2347,1334,553,2180,10.8,7.2,15.8,9.1,7.5,12.2,0.4121,72031,72160,Sarthe,"Beillé, Sarthe, France"
Berfay,1554,1095,2011,1260,504,2347,,,,9.5,6.7,12.1,0.4125,72032,72320,Sarthe,"Berfay, Sarthe, France"
Bérus,1268,624,2175,1784,791,2765,11.4,8.4,14.6,11,9,14.1,0.3569,72034,72610,Sarthe,"Bérus, Sarthe, France"
Bessé-sur-Braye,1885,824,3381,1061,424,1971,9.3,5.9,14.3,9.4,5.8,12.5,0.4234,72035,72310,Sarthe,"Bessé-sur-Braye, Sarthe, France"
Béthon,1560,1042,2151,1471,592,2465,10.4,7.1,16.7,9.2,6.8,12.1,0.4334,72036,72610,Sarthe,"Béthon, Sarthe, France"
Blèves,1200,685,2350,1210,484,2372,9.8,5.4,17.2,8.9,6.6,12.3,0.4494,72037,72600,Sarthe,"Blèves, Sarthe, France"
Boëssé-le-Sec,1605,976,2342,1279,512,2140,9.6,6.8,16.5,9.1,6.7,11.8,0.3014,72038,72400,Sarthe,"Boëssé-le-Sec, Sarthe, France"
Bonnétable,1575,964,2285,1323,529,2478,9.2,5.7,15.5,9.1,6.3,11.7,0.4413,72039,72110,Sarthe,"Bonnétable, Sarthe, France"
La Bosse,2366,1363,4473,1617,740,2674,,,,8.2,6.3,11.7,0.3744,72040,72400,Sarthe,"La Bosse, Sarthe, France"
Bouër,2364,1421,3448,1487,650,2627,13.7,9.5,22.7,10.7,8.5,14,0.3372,72041,72390,Sarthe,"Bouër, Sarthe, France"
Bouloire,1804,983,2552,1445,578,2508,9.1,5.6,15.9,9.1,6.3,11.2,0.4947,72042,72440,Sarthe,"Bouloire, Sarthe, France"
Bourg-le-Roi,1230,733,2300,1149,460,1774,11.2,7.9,14.6,11.5,9.4,14.6,0.5153,72043,72610,Sarthe,"Bourg-le-Roi, Sarthe, France"
Bousse,1864,1017,2254,1245,534,2491,10.4,7.3,18.7,9.5,7.2,11.5,0.4434,72044,72270,Sarthe,"Bousse, Sarthe, France"
Brains-sur-Gée,1579,1199,2027,1550,620,2730,10.6,8.6,14.3,10.2,8.4,12.2,0.3979,72045,72550,Sarthe,"Brains-sur-Gée, Sarthe, France"
Le Breil-sur-Mérize,1543,1009,2253,1366,546,2091,10.2,7.5,17.1,9.1,6.8,11.8,0.5488,72046,72370,Sarthe,"Le Breil-sur-Mérize, Sarthe, France"
Brette-les-Pins,1964,1245,2988,1705,835,2555,12.4,9.6,18.1,11,9,14,0.4852,72047,72250,Sarthe,"Brette-les-Pins, Sarthe, France"
Briosne-lès-Sables,1642,1039,2374,1446,579,2430,10.6,8.1,17.6,8.9,6.6,12.1,0.4006,72048,72110,Sarthe,"Briosne-lès-Sables, Sarthe, France"
La Bruère-sur-Loir,2029,1272,2883,1299,605,2408,9.2,5.7,14.7,9.8,7.2,13.6,0.3951,72049,72500,Sarthe,"La Bruère-sur-Loir, Sarthe, France"
Brûlon,1802,1105,2228,1284,514,2382,9.2,6.3,15.6,8.3,5.8,11.7,0.4649,72050,72350,Sarthe,"Brûlon, Sarthe, France"
Cérans-Foulletourte,1603,1228,2065,1626,650,2791,10.4,6.9,18.8,9.6,7.4,11.8,0.4798,72051,72330,Sarthe,"Cérans-Foulletourte, Sarthe, France"
Chahaignes,1573,774,2272,1323,627,2646,9.2,5.7,14.9,9.5,6.2,12.5,0.422,72052,72340,Sarthe,"Chahaignes, Sarthe, France"
Challes,1541,1049,2163,1609,644,2671,9.9,7.3,16.6,9.2,6.8,12.7,0.5246,72053,72250,Sarthe,"Challes, Sarthe, France"
Champagné,1498,1043,2184,1782,713,2585,10.3,7.9,15.5,10.3,8.1,14.8,0.397,72054,72470,Sarthe,"Champagné, Sarthe, France"
Champfleur,1543,1025,2119,1567,723,2587,11.2,7.8,18.3,10.1,8.1,11.8,0.4895,72056,72610,Sarthe,"Champfleur, Sarthe, France"
Champrond,1525,1067,2034,1340,536,2110,11.7,7.9,19.2,10.1,7.4,13.4,0.2913,72057,72320,Sarthe,"Champrond, Sarthe, France"
Changé,2109,1474,2913,2094,1006,2996,12.2,8.7,18.6,11.2,8.8,14.5,0.5039,72058,72560,Sarthe,"Changé, Sarthe, France"
Chantenay-Villedieu,1822,1108,2252,1285,514,2464,10.1,7,17.9,8.3,5.8,10.8,0.4406,72059,72430,Sarthe,"Chantenay-Villedieu, Sarthe, France"
La Chapelle-aux-Choux,1447,867,2108,1133,473,2267,9.3,6.7,15.2,9.6,7.1,12.1,0.4038,72060,72800,Sarthe,"La Chapelle-aux-Choux, Sarthe, France"
La Chapelle-d'Aligné,1887,996,2269,1517,607,2986,10.7,6.9,18.1,9.8,6.7,13.4,0.4138,72061,72300,Sarthe,"La Chapelle-d'Aligné, Sarthe, France"
La Chapelle-du-Bois,1554,956,2235,1425,570,2335,9.6,7.2,12.3,9.1,7.1,12.9,0.3576,72062,72400,Sarthe,"La Chapelle-du-Bois, Sarthe, France"
La Chapelle-Huon,1578,1130,2038,1204,482,2083,,,,8.2,5.4,11.1,0.39,72064,72310,Sarthe,"La Chapelle-Huon, Sarthe, France"
La Chartre-sur-le-Loir,1756,936,2344,1162,465,2298,11.7,7.9,19.2,10.1,7.4,13.4,0.4002,72068,72340,Sarthe,"La Chartre-sur-le-Loir, Sarthe, France"
