ville,prix_appartement,min_appartement,max_appartement,prix_maison,min_maison,max_maison,loyer_appartement,loyer_min_appartement,loyer_max_appartement,loyer_maison,loyer_min_maison,loyer_max_maison,prix_global,min_global,max_global,loyer_global,loyer_min_global,loyer_max_global,ratio_m2_apt,ratio_m2_msn,ratio_m2_glb,Taux_Global_TFB,Code_insee,Code_postal,Departement,geo,INDICE_TENSION_LOG,CROI_POP_16_22,
Gesnes-le-Gandelin,1559,1039,2145,1402,561,2248,11.3,9.6,19,9.1,6.3,10.9,1480.5,800,2196.5,10.2,7.95,14.95,8.70,7.79,8.27,0.4494,72141,72130,Sarthe,"Gesnes-le-Gandelin, Sarthe, France",0.289,-8.07,
Grandchamp,1633,1031,2328,1100,440,2169,10.3,7,16.5,9.2,7.1,12.2,1366.5,735.5,2248.5,9.75,7.05,14.35,7.57,10.04,8.56,0.445,72142,72610,Sarthe,"Grandchamp, Sarthe, France",0.204,-11.88,
Le Grand-Lucé,1589,1073,2306,1197,479,2321,9.2,5.7,14.6,9.6,6.7,12.5,1393,776,2313.5,9.4,6.2,13.55,6.95,9.62,8.10,0.4873,72143,72150,Sarthe,"Le Grand-Lucé, Sarthe, France",0.299,1.09,
Gréez-sur-Roc,2101,1192,4202,1220,488,2440,9.3,5.3,15.5,9,5.9,11.1,1660.5,840,3321,9.15,5.6,13.3,5.31,8.85,6.61,0.3794,72144,72320,Sarthe,"Gréez-sur-Roc, Sarthe, France",0.219,1.5,
Le Grez,1680,1198,2186,1113,445,2008,9.1,6.7,14.5,9.6,6.5,13.3,1396.5,821.5,2097,9.35,6.6,13.9,6.50,10.35,8.03,0.439,72145,72140,Sarthe,"Le Grez, Sarthe, France",0.235,-2.54,
Guécélard,1579,1199,2027,1800,822,2849,11.3,7.7,14.9,11.2,8.7,14.7,1689.5,1010.5,2438,11.25,8.2,14.8,8.59,7.47,7.99,0.4881,72146,72230,Sarthe,"Guécélard, Sarthe, France",0.436,6.14,
La Guierche,1732,1096,2527,1724,690,2538,10.3,8.5,13.5,10.7,9.1,12.9,1728,893,2532.5,10.5,8.8,13.2,7.14,7.45,7.29,0.484,72147,72380,Sarthe,"La Guierche, Sarthe, France",0.395,18.76,
Jauzé,1625,1013,2343,1253,533,2506,11.7,7.9,19.2,10.1,7.4,13.4,1439,773,2424.5,10.9,7.65,16.3,8.64,9.67,9.09,0.3628,72148,72110,Sarthe,"Jauzé, Sarthe, France",0.164,-5.88,
Joué-en-Charnie,1604,1243,2089,1229,491,2065,10.7,7.4,18.2,8.2,5.8,12.2,1416.5,867,2077,9.45,6.6,15.2,8.00,8.01,8.01,0.3762,72149,72540,Sarthe,"Joué-en-Charnie, Sarthe, France",0.228,-8.72,
Joué-l'Abbé,2238,1299,3105,1628,651,2345,11.2,8.2,14.5,10.3,8.3,13.1,1933,975,2725,10.75,8.25,13.8,6.01,7.59,6.67,0.5007,72150,72380,Sarthe,"Joué-l'Abbé, Sarthe, France",0.38,-0.86,
Juigné-sur-Sarthe,1873,1037,2299,1521,656,2440,9.9,6.8,15.8,9.6,7.6,11.3,1697,846.5,2369.5,9.75,7.2,13.55,6.34,7.57,6.89,0.4849,72151,72300,Sarthe,"Juigné-sur-Sarthe, Sarthe, France",0.291,-1.21,
Juillé,1238,743,2294,1542,628,2612,9.1,5.6,14.6,8.8,6.2,11.8,1390,685.5,2453,8.95,5.9,13.2,8.82,6.85,7.73,0.3149,72152,72170,Sarthe,"Juillé, Sarthe, France",0.238,-13.08,
Jupilles,1515,966,2182,1396,558,2792,8.9,6.7,10.2,9,6,10.5,1455.5,762,2487,8.95,6.35,10.35,7.05,7.74,7.38,0.4216,72153,72500,Sarthe,"Jupilles, Sarthe, France",0.222,-3.5,
La Flèche,1761,793,3229,1789,786,3031,10.6,7.1,17,10.7,8.2,14.8,1775,789.5,3130,10.65,7.65,15.9,7.22,7.18,7.20,0.5072,72154,72200,Sarthe,"La Flèche, Sarthe, France",0.392,-0.54,
Laigné-Saint-Gervais,1592,1133,2090,1784,714,2681,11.5,8.9,14.7,11.1,8.7,14.7,1688,923.5,2385.5,11.3,8.8,14.7,8.67,7.47,8.03,0.496,72155,72220,Sarthe,"Laigné-Saint-Gervais, Sarthe, France",0.404,-4.89,
Lamnay,1588,988,2244,1343,537,2139,9.4,7.1,12.6,9.5,7.1,12.5,1465.5,762.5,2191.5,9.45,7.1,12.55,7.10,8.49,7.74,0.4108,72156,72320,Sarthe,"Lamnay, Sarthe, France",0.301,-5.15,
Lavardin,2508,1440,3461,1763,705,3097,12.5,9.7,16.5,11.8,8.8,13.8,2135.5,1072.5,3279,12.15,9.25,15.15,5.98,8.03,6.83,0.3829,72157,72240,Sarthe,"Lavardin, Sarthe, France",0.321,-5.7,
Lavaré,1638,1010,2330,1415,566,2616,9.2,5.7,14.8,9.5,7,12.3,1526.5,788,2473,9.35,6.35,13.55,6.74,8.06,7.35,0.473,72158,72390,Sarthe,"Lavaré, Sarthe, France",0.264,-3.54,
Lavernat,1555,1147,2071,1428,571,2857,9.7,6.7,17.3,9.6,7,13.1,1491.5,859,2464,9.65,6.85,15.2,7.49,8.07,7.76,0.3916,72160,72500,Sarthe,"Lavernat, Sarthe, France",0.252,-3.47,
Lhomme,1569,752,2258,1206,482,1934,9.2,5.7,14.8,9.3,6.4,11.9,1387.5,617,2096,9.25,6.05,13.35,7.04,9.25,8.00,0.4872,72161,72340,Sarthe,"Lhomme, Sarthe, France",0.301,3.88,
Ligron,1762,1165,2184,1552,621,2705,10.1,7.1,18.2,9.1,7,11,1657,893,2444.5,9.6,7.05,14.6,6.88,7.04,6.95,0.4027,72163,72270,Sarthe,"Ligron, Sarthe, France",0.282,-5.1,
Livet-en-Saosnois,1584,1048,2190,1423,601,2748,11.7,7.9,19.2,10.1,7.4,13.4,1503.5,824.5,2469,10.9,7.65,16.3,8.86,8.52,8.70,0.3777,72164,72610,Sarthe,"Livet-en-Saosnois, Sarthe, France",0.174,-7.14,
Lombron,1498,963,2155,1640,663,2604,10.1,7.4,17,9.1,6.8,11.5,1569,813,2379.5,9.6,7.1,14.25,8.09,6.66,7.34,0.4692,72165,72450,Sarthe,"Lombron, Sarthe, France",0.368,1.04,
Longnes,1704,1236,2220,1484,706,2851,10.2,7,16.3,9.1,7.2,11.6,1594,971,2535.5,9.65,7.1,13.95,7.18,7.36,7.26,0.3791,72166,72540,Sarthe,"Longnes, Sarthe, France",0.249,-10.88,
Louailles,1911,1022,2306,1500,805,2194,10.9,7.5,18.6,9.5,6.8,12.5,1705.5,913.5,2250,10.2,7.15,15.55,6.84,7.60,7.18,0.4722,72167,72300,Sarthe,"Louailles, Sarthe, France",0.335,-3.96,
Loué,1600,1232,2049,1333,533,2315,9.1,5.7,16.4,8.4,6,11.9,1466.5,882.5,2182,8.75,5.85,14.15,6.83,7.56,7.16,0.4248,72168,72540,Sarthe,"Loué, Sarthe, France",0.313,-3.89,
Louplande,1597,1215,2059,1904,1044,3295,9.8,6.7,16.9,9.6,7.2,11.8,1750.5,1129.5,2677,9.7,6.95,14.35,7.36,6.05,6.65,0.4466,72169,72210,Sarthe,"Louplande, Sarthe, France",0.382,1.98,
Louvigny,1613,1018,2285,1306,658,2611,8.9,6.7,10.2,8.1,6.9,13.1,1459.5,838,2448,8.5,6.8,11.65,6.62,7.44,6.99,0.3498,72170,72600,Sarthe,"Louvigny, Sarthe, France",0.21,-3.85,
Louzes,1200,684,2351,1186,475,2373,11.7,7.9,19.2,10.1,7.4,13.4,1193,579.5,2362,10.9,7.65,16.3,11.70,10.22,10.96,0.3431,72171,72600,Sarthe,"Louzes, Sarthe, France",0.194,2.97,
Le Luart,1647,1020,2370,1571,713,2578,9.3,5.7,14.2,9.2,6.6,11.7,1609,866.5,2474,9.25,6.15,12.95,6.78,7.03,6.90,0.397,72172,72390,Sarthe,"Le Luart, Sarthe, France",0.338,0.62,
Luceau,1574,1056,2283,1451,581,2443,11.4,8.2,17,10.3,7.8,14.1,1512.5,818.5,2363,10.85,8,15.55,8.69,8.52,8.61,0.3968,72173,72500,Sarthe,"Luceau, Sarthe, France",0.323,-0.08,
Lucé-sous-Ballon,2237,1301,3103,1153,461,2229,11.7,7.9,19.2,10.1,7.4,13.4,1695,881,2666,10.9,7.65,16.3,6.28,10.51,7.72,0.3928,72174,72290,Sarthe,"Lucé-sous-Ballon, Sarthe, France",0.214,-1.87,
Luché-Pringé,1597,1181,2068,1396,590,2792,9.2,5.7,16.5,9.8,7.6,14.5,1496.5,885.5,2430,9.5,6.65,15.5,6.91,8.42,7.62,0.4428,72175,72800,Sarthe,"Luché-Pringé, Sarthe, France",0.317,-2.81,
Le Lude,1458,853,2115,1366,724,2316,9.2,5.7,16.5,10.1,7.2,13.9,1412,788.5,2215.5,9.65,6.45,15.2,7.57,8.87,8.20,0.4418,72176,72800,Sarthe,"Le Lude, Sarthe, France",0.286,-7.55,
Maigné,1599,1228,2052,1367,636,2734,10.4,6,15.2,9.3,6.6,12,1483,932,2393,9.85,6.3,13.6,7.80,8.16,7.97,0.3646,72177,72210,Sarthe,"Maigné, Sarthe, France",0.26,-3.72,
Maisoncelles,1557,1021,2220,1250,500,2239,11.2,7.8,15.9,9.2,6.6,11.7,1403.5,760.5,2229.5,10.2,7.2,13.8,8.63,8.83,8.72,0.4268,72178,72440,Sarthe,"Maisoncelles, Sarthe, France",0.221,3.14,
Malicorne-sur-Sarthe,1874,1047,2220,1321,528,2495,9.2,5.7,16.5,8,6.1,11.8,1597.5,787.5,2357.5,8.6,5.9,14.15,5.89,7.27,6.46,0.473,72179,72270,Sarthe,"Malicorne-sur-Sarthe, Sarthe, France",0.306,-1.83,
Mamers,1432,677,2509,1024,410,2048,10.3,6.9,17.1,9.8,6.8,12.8,1228,543.5,2278.5,10.05,6.85,14.95,8.63,11.48,9.82,0.4822,72180,72600,Sarthe,"Mamers, Sarthe, France",0.242,-4.35,
Le Mans,2071,1269,2982,2046,1120,3263,12.2,8.3,19.9,10.5,7,14.2,2058.5,1194.5,3122.5,11.35,7.65,17.05,7.07,6.16,6.62,0.478,72181,72000,Sarthe,"Le Mans, Sarthe, France",0.455,1.53,
Mansigné,1456,793,2068,1372,549,2743,9.1,5.7,16.4,9.2,6.5,13.6,1414,671,2405.5,9.15,6.1,15,7.50,8.05,7.77,0.4599,72182,72510,Sarthe,"Mansigné, Sarthe, France",0.333,-1.52,
Marçon,2088,1297,2973,1375,550,2750,11.3,7.6,17.4,10.2,7.1,12.9,1731.5,923.5,2861.5,10.75,7.35,15.15,6.49,8.90,7.45,0.4751,72183,72340,Sarthe,"Marçon, Sarthe, France",0.274,1.24,
Mareil-en-Champagne,1605,1244,2091,1473,589,2372,10.6,8.6,14.1,10.2,8,12.8,1539,916.5,2231.5,10.4,8.3,13.45,7.93,8.31,8.11,0.3504,72184,72540,Sarthe,"Mareil-en-Champagne, Sarthe, France",0.271,-9.19,
Mareil-sur-Loir,1761,983,2177,1335,534,2614,11,8.4,14.5,11.1,8.7,15.2,1548,758.5,2395.5,11.05,8.55,14.85,7.50,9.98,8.57,0.4638,72185,72200,Sarthe,"Mareil-sur-Loir, Sarthe, France",0.31,-0.6,
Maresché,1674,1061,2399,1284,513,2324,10.4,7,16.8,9.2,7.5,12.6,1479,787,2361.5,9.8,7.25,14.7,7.46,8.60,7.95,0.3592,72186,72170,Sarthe,"Maresché, Sarthe, France",0.317,-1.68,
Marigné-Laillé,1529,970,2208,1436,647,2618,10.8,8.1,13.6,10.4,7.8,15.1,1482.5,808.5,2413,10.6,7.95,14.35,8.48,8.69,8.58,0.4508,72187,72220,Sarthe,"Marigné-Laillé, Sarthe, France",0.294,-2.82,
Marollette,1542,1001,2151,1467,587,2435,12.4,8.6,16.5,11.1,9,14.1,1504.5,794,2293,11.75,8.8,15.3,9.65,9.08,9.37,0.4115,72188,72600,Sarthe,"Marollette, Sarthe, France",0.218,6,
Marolles-les-Braults,1947,1104,3812,1209,516,2417,9.1,5.7,14.4,8.9,6.5,11.6,1578,810,3114.5,9,6.1,13,5.61,8.83,6.84,0.4595,72189,72260,Sarthe,"Marolles-les-Braults, Sarthe, France",0.284,-7.78,
Marolles-lès-st-Calais,1577,1129,2036,1307,523,2614,8.4,6.4,11.2,,,,1442,826,2325,4.2,3.2,5.6,6.39,0.00,3.50,0.4013,72190,72120,Sarthe,"Marolles-lès-st-Calais, Sarthe, France",0.263,3.24,
Mayet,1593,1071,2319,1448,579,2715,9.1,5.7,14.5,9.8,6.9,14.5,1520.5,825,2517,9.45,6.3,14.5,6.85,8.12,7.46,0.4061,72191,72360,Sarthe,"Mayet, Sarthe, France",0.371,1.46,
Les Mées,1229,731,2300,1127,451,2254,11.7,7.9,19.2,10.1,7.4,13.4,1178,591,2277,10.9,7.65,16.3,11.42,10.75,11.10,0.4203,72192,72260,Sarthe,"Les Mées, Sarthe, France",0.232,1.94,
Melleray,1519,1072,1960,1024,410,2048,9.3,5.7,16,9.5,6.7,12,1271.5,741,2004,9.4,6.2,14,7.35,11.13,8.87,0.394,72193,72320,Sarthe,"Melleray, Sarthe, France",0.272,1.13,
Meurcé,1663,1067,2365,1280,669,2007,10.6,8,17.7,9.1,7,12.1,1471.5,868,2186,9.85,7.5,14.9,7.65,8.53,8.03,0.4989,72194,72170,Sarthe,"Meurcé, Sarthe, France",0.281,1.87,
Mézeray,1604,1231,2060,1411,575,2394,10.6,7.4,19,9.2,7,11.2,1507.5,903,2227,9.9,7.2,15.1,7.93,7.82,7.88,0.4153,72195,72270,Sarthe,"Mézeray, Sarthe, France",0.342,-2.88,
Mézières-sur-Ponthouin,1663,1056,2396,1187,548,2373,10.5,8,17.4,8.8,6.8,12.1,1425,802,2384.5,9.65,7.4,14.75,7.58,8.90,8.13,0.4058,72196,72290,Sarthe,"Mézières-sur-Ponthouin, Sarthe, France",0.31,6.06,
Mézières-sous-Lavardin,1646,1156,2240,1250,567,2440,10.7,8.6,16.8,9.9,7.3,11.6,1448,861.5,2340,10.3,7.95,14.2,7.80,9.50,8.54,0.3985,72197,72240,Sarthe,"Mézières-sous-Lavardin, Sarthe, France",0.329,-3.28,
La Milesse,2448,1458,3372,2083,1234,3136,12.3,9.2,20.1,10.9,8.8,14.7,2265.5,1346,3254,11.6,9,17.4,6.03,6.28,6.14,0.45,72198,72650,Sarthe,"La Milesse, Sarthe, France",0.404,-0.79,
Moitron-sur-Sarthe,1662,1038,2390,1370,548,2740,8.9,6.8,10.2,8.1,6.3,12.1,1516,793,2565,8.5,6.55,11.15,6.43,7.09,6.73,0.3192,72199,72170,Sarthe,"Moitron-sur-Sarthe, Sarthe, France",0.257,3.91,
Moncé-en-Belin,1618,1228,2059,1927,819,2951,11.5,9,15,10.8,8.8,12.8,1772.5,1023.5,2505,11.15,8.9,13.9,8.53,6.73,7.55,0.4815,72200,72230,Sarthe,"Moncé-en-Belin, Sarthe, France",0.412,1.18,
Moncé-en-Saosnois,1586,1013,2241,1287,515,2573,10.4,7.9,15.9,8.9,6.9,12.9,1436.5,764,2407,9.65,7.4,14.4,7.87,8.30,8.06,0.3508,72201,72260,Sarthe,"Moncé-en-Saosnois, Sarthe, France",0.187,-9.3,
Monhoudou,1610,1026,2274,1302,521,2605,10.3,7.6,17.3,9.4,7.6,13,1456,773.5,2439.5,9.85,7.6,15.15,7.68,8.66,8.12,0.4027,72202,72260,Sarthe,"Monhoudou, Sarthe, France",0.259,-2.36,
Montaillé,1551,1082,2072,1130,452,2261,10.9,7.7,16.1,9.2,7.2,11.9,1340.5,767,2166.5,10.05,7.45,14,8.43,9.77,9.00,0.4001,72204,72120,Sarthe,"Montaillé, Sarthe, France",0.241,-5.66,
Montbizot,1729,1095,2521,1655,662,2463,10.1,6.9,16.2,9.2,7.2,12.2,1692,878.5,2492,9.65,7.05,14.2,7.01,6.67,6.84,0.5056,72205,72380,Sarthe,"Montbizot, Sarthe, France",0.358,1.16,
Montmirail,2104,1193,4207,1360,544,2721,11.7,7.9,19.2,10.1,7.4,13.4,1732,868.5,3464,10.9,7.65,16.3,6.67,8.91,7.55,0.3837,72208,72320,Sarthe,"Montmirail, Sarthe, France",0.25,-8.44,
Montreuil-le-Chétif,1636,1149,2213,1149,459,2297,9.2,5.7,16.4,8.1,5.7,11.4,1392.5,804,2255,8.65,5.7,13.9,6.75,8.46,7.45,0.311,72209,72130,Sarthe,"Montreuil-le-Chétif, Sarthe, France",0.242,3.64,
Montreuil-le-Henri,1971,1252,2998,1114,445,2227,11.6,9.7,18.6,10,7.4,14.2,1542.5,848.5,2612.5,10.8,8.55,16.4,7.06,10.77,8.40,0.3777,72210,72150,Sarthe,"Montreuil-le-Henri, Sarthe, France",0.227,-3.86,
Mont-st-Jean,1682,1206,2424,1133,453,2265,9.5,6.5,16.7,9.6,7.2,13,1407.5,829.5,2344.5,9.55,6.85,14.85,6.78,10.17,8.14,0.3429,72211,72140,Sarthe,"Mont-st-Jean, Sarthe, France",0.251,-1.56,
Moulins-le-Carbonnel,1254,760,2366,1491,597,2983,9.3,6.7,13.7,9.4,7.3,15,1372.5,678.5,2674.5,9.35,7,14.35,8.90,7.57,8.17,0.4365,72212,72130,Sarthe,"Moulins-le-Carbonnel, Sarthe, France",0.287,-0.71,
Mulsanne,1591,1033,2341,1847,909,2631,10.9,7.4,19.7,10.8,7.9,14.8,1719,971,2486,10.85,7.65,17.25,8.22,7.02,7.57,0.5006,72213,72230,Sarthe,"Mulsanne, Sarthe, France",0.402,0.38,
Nauvay,2938,1483,5875,2550,1318,4861,11.7,7.9,19.2,10.1,7.4,13.4,2744,1400.5,5368,10.9,7.65,16.3,4.78,4.75,4.77,0.3111,72214,72260,Sarthe,"Nauvay, Sarthe, France",0.078,9.09,
Neufchâtel-en-Saosnois,1557,1039,2138,1222,489,1944,9.4,5.8,14.4,9.2,6.6,14.7,1389.5,764,2041,9.3,6.2,14.55,7.24,9.03,8.03,0.4539,72215,72600,Sarthe,"Neufchâtel-en-Saosnois, Sarthe, France",0.301,-0.58,
Neuvillalais,1718,1225,2241,1430,604,2474,11,8.4,14.6,11.4,9.3,14.5,1574,914.5,2357.5,11.2,8.85,14.55,7.68,9.57,8.54,0.4123,72216,72240,Sarthe,"Neuvillalais, Sarthe, France",0.324,0.34,
Neuville-sur-Sarthe,2239,1298,3107,1985,844,2955,12.4,9.6,18.1,12,9.8,15.1,2112,1071,3031,12.2,9.7,16.6,6.65,7.25,6.93,0.4031,72217,72190,Sarthe,"Neuville-sur-Sarthe, Sarthe, France",0.386,2.54,
Neuvillette-en-Charnie,1693,1249,2226,1344,538,2688,10.7,7,17.8,8.3,5.9,12.3,1518.5,893.5,2457,9.5,6.45,15.05,7.58,7.41,7.51,0.3919,72218,72140,Sarthe,"Neuvillette-en-Charnie, Sarthe, France",0.231,1,
Bernay-Neuvy-en-Champagne,1707,1222,2223,1275,510,2393,10.7,7,17.9,8.9,7.4,11.8,1491,866,2308,9.8,7.2,14.85,7.52,8.38,7.89,0.4041,72219,72240,Sarthe,"Bernay-Neuvy-en-Champagne, Sarthe, France",0.253,-10.8,
Nogent-le-Bernard,1568,974,2250,1432,573,2642,9.4,5.8,14.4,9,6.3,11.3,1500,773.5,2446,9.2,6.05,12.85,7.19,7.54,7.36,0.4288,72220,72110,Sarthe,"Nogent-le-Bernard, Sarthe, France",0.279,-5.81,
Nogent-sur-Loir,1833,1173,2418,1424,570,2848,9.2,5.7,16.5,10.1,7.1,12.2,1628.5,871.5,2633,9.65,6.4,14.35,6.02,8.51,7.11,0.4737,72221,72500,Sarthe,"Nogent-sur-Loir, Sarthe, France",0.231,-4.24,
Nouans,1660,1064,2361,1188,561,2339,,,,8.7,6.2,11.2,1424,812.5,2350,4.35,3.1,5.6,0.00,8.79,3.67,0.4108,72222,72260,Sarthe,"Nouans, Sarthe, France",0.168,-10.21,
Noyen-sur-Sarthe,1828,1114,2251,1405,562,2553,9.1,5.7,16.5,9.3,6.9,14.2,1616.5,838,2402,9.2,6.3,15.35,5.97,7.94,6.83,0.418,72223,72430,Sarthe,"Noyen-sur-Sarthe, Sarthe, France",0.351,-1.82,
Nuillé-le-Jalais,1540,1008,2249,1454,582,2474,11.2,7.8,15.9,9,6.9,11.6,1497,795,2361.5,10.1,7.35,13.75,8.73,7.43,8.10,0.476,72224,72370,Sarthe,"Nuillé-le-Jalais, Sarthe, France",0.3,-1.12,
Oisseau-le-Petit,1580,1051,2186,1376,567,2668,10,6.9,18,9.6,7,11.8,1478,809,2427,9.8,6.95,14.9,7.59,8.37,7.96,0.4516,72225,72610,Sarthe,"Oisseau-le-Petit, Sarthe, France",0.292,0.9,
Oizé,1603,1193,2064,1463,636,2120,10,6.5,14.5,9.2,5.9,12.8,1533,914.5,2092,9.6,6.2,13.65,7.49,7.55,7.51,0.4233,72226,72330,Sarthe,"Oizé, Sarthe, France",0.373,0.38,
Panon,1268,624,2175,1420,706,2840,11.7,7.9,19.2,10.1,7.4,13.4,1344,665,2507.5,10.9,7.65,16.3,11.07,8.54,9.73,0.3404,72227,72600,Sarthe,"Panon, Sarthe, France",0.134,-17.5,
Parcé-sur-Sarthe,1872,1027,2266,1478,622,2946,9.6,6.6,17.2,9.5,7.7,11.2,1675,824.5,2606,9.55,7.15,14.2,6.15,7.71,6.84,0.4443,72228,72300,Sarthe,"Parcé-sur-Sarthe, Sarthe, France",0.342,-5.67,
Parennes,1702,1239,2211,984,394,1884,10.4,6.8,17.4,8.3,5.9,12.2,1343,816.5,2047.5,9.35,6.35,14.8,7.33,10.12,8.35,0.484,72229,72140,Sarthe,"Parennes, Sarthe, France",0.233,-14.64,
Parigné-le-Pôlin,1598,1216,2066,1579,660,2596,11.3,8.5,15.3,11,8.7,15.2,1588.5,938,2331,11.15,8.6,15.25,8.49,8.36,8.42,0.4248,72230,72330,Sarthe,"Parigné-le-Pôlin, Sarthe, France",0.355,-4.6,
Parigné-l'Évêque,1976,1254,3002,1810,825,2802,11.3,7.7,16.5,10.5,7.8,14.1,1893,1039.5,2902,10.9,7.75,15.3,6.86,6.96,6.91,0.4984,72231,72250,Sarthe,"Parigné-l'Évêque, Sarthe, France",0.432,7.36,
Notre-Dame-du-Pé,1963,887,2357,1609,644,2558,11.2,7.8,19.7,10,7.3,13.4,1786,765.5,2457.5,10.6,7.55,16.55,6.85,7.46,7.12,0.4308,72232,72300,Sarthe,"Notre-Dame-du-Pé, Sarthe, France",0.36,10.99,
Peray,1621,1022,2306,1246,498,2492,11.7,7.9,19.2,10.1,7.4,13.4,1433.5,760,2399,10.9,7.65,16.3,8.66,9.73,9.12,0.3758,72233,72260,Sarthe,"Peray, Sarthe, France",0.205,12.7,
Pezé-le-Robert,1638,1151,2218,1255,502,2511,10.5,7.2,16.7,8.6,6.7,11.8,1446.5,826.5,2364.5,9.55,6.95,14.25,7.69,8.22,7.92,0.3913,72234,72140,Sarthe,"Pezé-le-Robert, Sarthe, France",0.258,-7.49,
Piacé,1651,1033,2371,1380,552,2412,10.3,7.4,16.1,8.7,6.3,12.4,1515.5,792.5,2391.5,9.5,6.85,14.25,7.49,7.57,7.52,0.3535,72235,72170,Sarthe,"Piacé, Sarthe, France",0.276,-2.1,
Pincé,1907,1022,2316,1580,632,2571,11,8.8,16.6,12.3,10.2,17.5,1743.5,827,2443.5,11.65,9.5,17.05,6.92,9.34,8.02,0.3879,72236,72300,Sarthe,"Pincé, Sarthe, France",0.227,-2.05,
Pirmil,1602,1233,2054,1452,581,2411,10.8,7.6,18.9,8.5,6,10.3,1527,907,2232.5,9.65,6.8,14.6,8.09,7.02,7.58,0.3991,72237,72430,Sarthe,"Pirmil, Sarthe, France",0.289,-2.88,
Pizieux,1583,997,2247,1296,518,2333,11.7,7.9,19.2,10.1,7.4,13.4,1439.5,757.5,2290,10.9,7.65,16.3,8.87,9.35,9.09,0.331,72238,72600,Sarthe,"Pizieux, Sarthe, France",0.183,-3.9,
Poillé-sur-Vègre,1865,1048,2287,1241,504,2139,10.7,7.4,18.4,9.1,6.9,12.5,1553,776,2213,9.9,7.15,15.45,6.88,8.80,7.65,0.4405,72239,72350,Sarthe,"Poillé-sur-Vègre, Sarthe, France",0.286,-1.97,
Montfort-le-Gesnois,1482,1019,2154,1541,616,2287,9.8,7.2,16.6,9.1,7.1,11.9,1511.5,817.5,2220.5,9.45,7.15,14.25,7.94,7.09,7.50,0.4584,72241,72450,Sarthe,"Montfort-le-Gesnois, Sarthe, France",0.37,-2.01,
Pontvallain,1596,1171,2062,1355,542,2260,9.1,5.6,14.6,9.4,6.1,12.5,1475.5,856.5,2161,9.25,5.85,13.55,6.84,8.32,7.52,0.4184,72243,72510,Sarthe,"Pontvallain, Sarthe, France",0.325,-4.89,
Précigné,2003,876,2304,1513,605,2794,10.2,6.9,15.4,9.6,6.4,11.8,1758,740.5,2549,9.9,6.65,13.6,6.11,7.61,6.76,0.5103,72244,72300,Sarthe,"Précigné, Sarthe, France",0.361,-2.72,
Préval,1559,976,2204,1630,665,2201,9.6,7.2,12.3,9,6.7,13.4,1594.5,820.5,2202.5,9.3,6.95,12.85,7.39,6.63,7.00,0.3828,72245,72400,Sarthe,"Préval, Sarthe, France",0.323,-2.48,
Prévelles,1614,1009,2331,1641,682,2923,11,7.7,16.4,9.2,7.3,12.2,1627.5,845.5,2627,10.1,7.5,14.3,8.18,6.73,7.45,0.451,72246,72110,Sarthe,"Prévelles, Sarthe, France",0.213,-11.87,
Pruillé-le-Chétif,1663,882,2407,2013,1062,3226,12.8,10.6,16,11.4,8.4,14.5,1838,972,2816.5,12.1,9.5,15.25,9.24,6.80,7.90,0.4365,72247,72700,Sarthe,"Pruillé-le-Chétif, Sarthe, France",0.342,0.68,
Pruillé-l'Éguillé,1537,981,2212,1306,523,2254,11.2,8.3,14.7,10.4,7.2,13.2,1421.5,752,2233,10.8,7.75,13.95,8.74,9.56,9.12,0.4119,72248,72150,Sarthe,"Pruillé-l'Éguillé, Sarthe, France",0.296,-1.7,
La Quinte,2493,1445,3422,1746,698,2618,10.5,8.5,14.1,10.8,9.1,12.9,2119.5,1071.5,3020,10.65,8.8,13.5,5.05,7.42,6.03,0.4054,72249,72550,Sarthe,"La Quinte, Sarthe, France",0.338,2.68,
Rahay,2306,1398,3353,1288,515,2576,10.1,8.6,11.6,11.1,9.4,15,1797,956.5,2964.5,10.6,9,13.3,5.26,10.34,7.08,0.3571,72250,72120,Sarthe,"Rahay, Sarthe, France",0.184,-8.05,
René,1642,1027,2360,1089,436,2178,9.4,5.8,14.8,8.8,6.3,11.2,1365.5,731.5,2269,9.1,6.05,13,6.87,9.70,8.00,0.3801,72251,72260,Sarthe,"René, Sarthe, France",0.231,3.45,
Requeil,1602,1182,2068,1286,514,1994,9.3,5.8,16.7,9.9,7.1,13.2,1444,848,2031,9.6,6.45,14.95,6.97,9.24,7.98,0.4286,72252,72510,Sarthe,"Requeil, Sarthe, France",0.314,-8.43,
Roézé-sur-Sarthe,1600,1217,2063,1679,676,2725,11.2,7.8,14.7,11.1,8.7,13.9,1639.5,946.5,2394,11.15,8.25,14.3,8.40,7.93,8.16,0.4586,72253,72210,Sarthe,"Roézé-sur-Sarthe, Sarthe, France",0.35,-2.64,
Rouessé-Fontaine,1636,1035,2330,1020,408,2041,10.6,8,17.6,8.7,7,12.7,1328,721.5,2185.5,9.65,7.5,15.15,7.78,10.24,8.72,0.3827,72254,72610,Sarthe,"Rouessé-Fontaine, Sarthe, France",0.225,-5.4,
Rouessé-Vassé,1701,1226,2493,1050,420,2100,9.4,6.4,10.8,8.6,6.8,12.6,1375.5,823,2296.5,9,6.6,11.7,6.63,9.83,7.85,0.473,72255,72140,Sarthe,"Rouessé-Vassé, Sarthe, France",0.246,-3.42,
